Segment,Miles,Accidents
3218,0.35,1
3219,0.05,0
3220,0.22,0
3221,0.44,5
3222,0.42,1
3223,0.54,1
3224,10.43,31
3225,0.04,0
3226,0.01,0
3227,0.01,0
3228,0.03,0
3229,0.01,0
3230,0.2,0
3231,0.04,0
3232,2.75,5
3233,0.85,2
3234,0.03,0
3235,0.4,3
3236,0.92,1
3237,0.39,0
3238,0.14,0
3239,0.15,0
3240,1.34,1
3241,1.1,5
3242,1.97,3
3243,0.21,0
3244,0.59,5
3245,1.14,8
3246,0.9,3
3247,1.12,5
3248,0.36,0
3249,0.74,3
3250,0.67,1
3251,0.2,0
3252,1.16,1
3253,0.58,2
3254,0.5,0
3255,0.52,0
3256,0.43,2
3257,0.3,2
3258,0.19,0
3259,1.18,0
3260,1.84,3
3261,0.88,0
3262,1.98,2
3263,0.15,0
3264,1.94,4
3265,0.89,2
3266,0.66,1
3267,1.85,4
3268,0.66,2
3269,0.65,1
3270,0.93,1
3271,0.33,2
3272,0.83,3
3273,0.04,0
3274,0.49,2
3275,1.57,2
3276,0.18,1
3277,0.24,0
3278,0.97,2
3279,1.15,2
3280,0.4,3
3281,0.76,1
3282,0.9,1
3283,0.05,0
3284,0.16,0
3285,0.17,2
3286,0.16,2
3287,2.07,3
3288,0.14,2
3289,0.75,2
3290,0.21,0
3291,0.09,0
3292,0.06,0
3293,0.3,2
3294,0.39,1
3295,0.21,2
3296,0.65,2
3297,0.08,0
3298,0.28,0
3299,1.72,1
3300,0.18,0
3301,0.12,0
3302,1.01,5
3303,0.41,1
3304,0.9,3
3305,0.9,3
3306,1.13,4
3307,0.11,1
3308,0.74,5
3309,0.14,0
3310,0.96,1
3311,0.16,0
3312,0.91,4
3313,0.02,0
3314,1.62,11
3315,1.31,4
3316,1.34,5
3317,0.08,0
3318,0.02,0
3319,0.37,1
3320,0.1,0
3321,0.24,0
3322,0.23,1
3323,0.12,1
3324,0.04,0
3325,0.21,0
3326,0.6,2
3327,0.41,2
3328,0.07,0
3329,0.09,0
3330,0.06,0
3331,0.01,0
3332,0.81,1
3333,0.45,0
3334,0.44,0
3335,0.05,0
3336,0.99,0
3337,2.23,12
3338,0.24,0
3339,0.85,1
3340,0.94,1
3341,1.08,5
3342,2.9,6
3343,1.02,6
3344,0.75,1
3345,0.89,0
3346,0.9,2
3347,2.8,15
3348,0.56,1
3349,0.07,0
3350,0.06,0
3351,0.52,4
3352,0.18,2
3353,0.64,3
3354,1.53,4
3355,0.55,0
3356,0.54,0
3357,0.91,5
3358,1.52,2
3359,0.15,0
3360,6.22,15
3361,0.21,2
3362,1.38,5
3363,1.95,4
3364,0.98,3
3365,0.93,2
3366,0.79,2
3367,1,0
3368,0.42,2
3369,0.26,1
3370,0.93,0
3371,1.9,3
3372,0.35,3
3373,0.89,5
3374,1.22,2
3375,0.93,3
3376,0.17,0
3377,0.38,2
3378,0.04,0
3379,0.3,0
3380,0.64,0
3381,0.14,0
3382,0.67,5
3383,0.81,1
3384,0.65,0
3385,0.15,1
3386,0.89,0
3387,0.16,0
3388,0.9,2
3389,1.09,4
3390,1.91,1
3391,0.17,1
3392,0.23,1
3393,0.62,5
3394,2.92,5
3395,0.91,1
3396,0.92,6
3397,0.83,5
3398,0.21,1
3399,1.95,5
3400,0.21,0
3401,0.15,0
3402,0.59,2
3403,0.18,0
3404,3.84,5
3405,1.41,1
3406,0.19,1
3407,0.55,2
3408,0.91,1
3409,0.15,1
3410,0.04,0
3411,0.02,0
3412,0.58,1
3413,0.3,1
3414,0.8,1
3415,1.02,2
3416,0.47,1
3417,0.21,1
3418,0.46,3
3419,0.26,0
3420,0.39,3
3421,0.1,0
3422,0.07,1
3423,0.73,3
3424,0.03,1
3425,0.61,2
3426,0.01,0
3427,0.9,2
3428,0.54,0
3429,0.22,1
3430,0.38,3
3431,0.44,1
3432,0.48,0
3433,0.07,0
3434,0.18,1
3435,0.23,3
3436,0.2,2
3437,2.88,1
3438,0.23,1
3439,1.16,4
3440,0.18,0
3441,0.06,0
3442,0.91,1
3443,0.26,1
3444,0.41,1
3445,0.17,0
3446,3.45,24
3447,1.4,1
3448,0.43,0
3449,0.55,0
3450,2.06,2
3451,0.24,1
3452,0.2,0
3453,0.26,0
3454,0.05,0
3455,0.91,4
3456,0.8,7
3457,0.53,0
3458,0.84,1
3459,0.9,0
3460,0.44,0
3461,0.81,1
3462,0.05,0
3463,0.78,2
3464,0.56,2
3465,0.55,4
3466,0.58,2
3467,1.67,3
3468,1.9,4
3469,6.81,20
3470,1.3,6
3471,0.01,0
3472,0.07,1
3473,0.16,0
3474,0.08,0
3475,0.16,1
3476,0.56,0
3477,0.26,4
3478,0.91,3
3479,1.43,11
3480,0.4,0
3481,0.01,0
3482,0.29,0
3483,0.16,1
3484,1.01,4
3485,2.42,7
3486,1.44,8
3487,0.04,0
3488,0.38,0
3489,2.23,3
3490,0.01,1
3491,0.23,0
3492,1.14,2
3493,2.18,8
3494,1.95,4
3495,0.61,0
3496,0.61,1
3497,0.08,0
3498,0.28,0
3499,0.11,0
3500,0.02,0
3501,2.68,18
3502,0.29,0
3503,0.02,0
3504,0.19,0
3505,0.81,4
3506,0.27,1
3507,0.03,0
3508,1.44,6
3509,0.14,0
3510,1.52,12
3511,0.03,0
3512,0.06,0
3513,0.07,0
3514,0.06,0
3515,0.54,2
3516,0.18,2
3517,1.12,8
3518,0.07,0
3519,0.34,1
3520,0.1,0
3521,0.03,0
3522,0.05,0
3523,0.01,0
3524,0.48,2
3525,0.41,4
3526,0.2,1
3527,0.5,3
3528,0.16,0
3529,0.76,0
3530,0.2,0
3531,0.15,0
3532,0.07,0
3533,0.19,1
3534,0.25,0
3535,0.36,1
3536,0.02,0
3537,0.02,0
3538,0.3,0
3539,1.51,3
3540,0.56,2
3541,0.92,1
3542,0.2,3
3543,0.4,1
3544,0.4,2
3545,0.8,3
3546,0.12,1
3547,0.91,3
3548,0.07,2
3549,0.4,1
3550,0.27,1
3551,0.7,0
3552,0.24,2
3553,0.83,6
3554,0.05,0
3555,0.01,0
3556,0.23,0
3557,0.5,1
3558,0.14,0
3559,0.01,0
3560,0.01,0
3561,0.73,3
3562,0.11,0
3563,0.35,1
3564,0.14,1
3565,0.03,1
3566,0.08,0
3567,0.11,0
3568,1.2,3
3569,0.38,0
3570,0.53,3
3571,0.12,0
3572,0.88,2
3573,0.35,4
3574,0.01,0
3575,0.18,1
3576,1.98,1
3577,1.13,1
3578,0.27,0
3579,0.64,3
3580,0.02,0
3581,1.04,2
3582,0.59,1
3583,0.35,0
3584,0.03,0
3585,0.13,0
3586,0.23,1
3587,0.57,2
3588,0.29,0
3589,0.42,2
3590,0.03,0
3591,0.31,0
3592,0.22,0
3593,0.04,2
3594,1.58,5
3595,0.9,3
3596,0.4,2
3597,0.38,2
3598,0.3,1
3599,0.08,1
3600,1.15,4
3601,1.02,8
3602,0.43,1
3603,0.14,1
3604,0.12,0
3605,0.79,1
3606,0.58,3
3607,0.16,0
3608,0.04,1
3609,0.1,1
3610,1.26,15
3611,2.98,21
3612,0.16,1
3613,1.53,3
3614,0.03,1
3615,0.14,0
3616,0.51,5
3617,0.52,0
3618,0.79,4
3619,0.26,0
3620,1.99,9
3621,0.03,0
3622,0.93,2
3623,1.86,3
3624,0.16,0
3625,1.02,3
3626,1.05,3
3627,0.79,4
3628,0.01,0
3629,2.65,10
3630,0.66,1
3631,1.97,10
3632,0.02,0
3633,6.26,22
3634,0.13,0
3635,0.39,0
3636,0.43,1
3637,1.93,6
3638,2.37,8
3639,0.19,0
3640,0.07,0
3641,0.48,0
3642,0.95,2
3643,0.89,3
3644,4.51,14
3645,0.91,1
3646,0.36,2
3647,0.13,0
3648,0.27,0
3649,0.72,2
3650,1.04,5
3651,2.51,7
3652,1.15,1
3653,0.15,1
3654,0.4,3
3655,0.4,2
3656,0.27,0
3657,1.19,5
3658,0.32,4
3659,0.13,0
3660,0.95,4
3661,0.98,1
3662,0.16,0
3663,0.63,3
3664,1.16,6
3665,0.65,1
3666,0.08,0
3667,2.67,11
3668,0.21,0
3669,0.52,1
3670,1.11,0
3671,0.17,0
3672,0.24,3
3673,4.37,15
3674,0.01,0
3675,0.01,0
3676,0.79,1
3677,1.52,11
3678,1.11,6
3679,1.41,7
3680,0.1,1
3681,0.06,0
3682,0.09,2
3683,0.09,0
3684,0.13,4
3685,1.25,12
3686,4.47,22
3687,9.27,38
3688,0.31,0
3689,0.42,1
3690,0.49,6
3691,0.33,0
3692,1.59,5
3693,1.93,21
3694,0.77,0
3695,1.89,6
3696,0.65,2
3697,3.9,24
3698,1.21,0
3699,0.58,5
3700,0.91,5
3701,0.15,0
3702,0.33,0
3703,1.17,8
3704,2.21,18
3705,0.4,1
3706,0.4,0
3707,0.37,1
3708,0.45,4
3709,0.61,2
3710,0.9,2
3711,0.27,3
3712,0.18,1
3713,0.27,1
3714,1.28,4
3715,0.43,3
3716,0.62,4
3717,0.7,3
3718,0.43,1
3719,0.66,4
3720,0.04,0
3721,0.1,1
3722,0.73,2
3723,0.03,0
3724,0.1,1
3725,0.1,1
3726,0.95,6
3727,0.01,0
3728,0.01,0
3729,0.35,6
3730,0.07,0
3731,1.03,8
3732,0.13,0
3733,0.05,0
3734,0.17,0
3735,0.27,1
3736,0.04,0
3737,0.15,0
3738,0.6,4
3739,0.21,1
3740,0.94,6
3741,1.03,4
3742,0.26,0
3743,0.01,1
3744,1.42,11
3745,0.01,0
3746,0.3,0
3747,0.18,0
3748,0.17,0
3749,0.02,0
3750,0.05,0
3751,0.2,2
3752,0.25,2
3753,0.35,0
3754,0.41,2
3755,0.05,0
3756,0.1,2
3757,0.56,2
3758,1.35,7
3759,0.16,0
3760,0.07,0
3761,0.56,2
3762,0.6,4
3763,0.4,0
3764,0.15,1
3765,0.46,3
3766,0.9,3
3767,0.89,3
3768,0.88,4
3769,0.74,8
3770,0.04,0
3771,0.42,7
3772,0.31,0
3773,0.06,0
3774,0.29,3
3775,0.03,0
3776,0.29,0
3777,0.04,2
3778,0.32,0
3779,0.87,1
3780,0.92,3
3781,0.37,0
3782,0.37,0
3783,0.01,0
3784,0.92,11
3785,0.86,0
3786,0.44,2
3787,0.57,4
3788,0.81,2
3789,0.48,4
3790,0.14,1
3791,0.01,0
3792,0.02,0
3793,0.15,1
3794,0.53,2
3795,0.1,0
3796,0.11,0
3797,0.08,0
3798,0.1,0
3799,0.12,0
3800,0.97,10
3801,0.41,0
3802,2.51,21
3803,1.05,8
3804,0.86,1
3805,0.83,6
3806,0.95,1
3807,1.07,10
3808,0.16,0
3809,0.86,5
3810,0.36,3
3811,0.26,2
3812,0.93,2
3813,0.88,9
3814,1.43,5
3815,0.9,2
3816,0.35,3
3817,0.23,3
3818,0.25,2
3819,0.11,0
3820,0.03,1
3821,0.78,6
3822,0.93,6
3823,0.3,4
3824,0.04,1
3825,0.7,2
3826,0.17,0
3827,0.49,4
3828,2.98,39
3829,0.29,0
3830,1.59,10
3831,0.22,2
3832,0.11,0
3833,0.47,1
3834,0.33,3
3835,0.68,3
3836,0.1,1
3837,0.91,10
3838,0.89,4
3839,0.68,4
3840,0.87,7
3841,0.15,2
3842,0.08,1
3843,0.5,4
3844,0.12,0
3845,0.68,3
3846,0.03,0
3847,1.13,1
3848,2.19,17
3849,0.69,2
3850,0.41,1
3851,0.21,4
3852,0.02,0
3853,0.65,10
3854,0.02,0
3855,1.09,17
3856,0.24,1
3857,0.02,0
3858,1.4,33
3859,1.01,1
3860,0.01,0
3861,0.07,0
3862,0.5,5
3863,0.37,0
3864,0.39,1
3865,0.14,2
3866,0.12,1
3867,0.02,1
3868,0.22,4
3869,0.08,0
3870,0.55,11
3871,0.57,3
3872,0.15,2
3873,0.22,1
3874,0.27,2
3875,0.9,3
3876,0.33,3
3877,0.21,0
3878,1,20
3879,1.2,16
3880,1.02,8
3881,1.24,14
3882,1.52,16
3883,0.92,12
3884,0.26,1
3885,0.11,0
3886,0.69,1
3887,0.1,1
3888,1.9,31
3889,0.29,1
3890,0.36,2
3891,1.86,27
3892,0.97,14
3893,0.34,2
3894,0.91,13
3895,8.92,7
3896,5.23,3
3897,0.83,13
3898,1.55,10
3899,1.05,4
3900,0.33,4
3901,1.15,5
3902,0.61,0
3903,0.3,0
3904,0.97,0
3905,1.46,1
3906,1.44,1
3907,0.29,1
3908,0.13,0
3909,1.38,3
3910,0.53,0
3911,1.63,4
3912,1.2,1
3913,0.46,0
3914,0.04,0
3915,0.01,0
3916,0.04,0
3917,0.05,0
3918,0.73,3
3919,0.91,4
3920,1.23,2
3921,2.87,12
3922,0.05,0
3923,0.12,1
3924,3.08,8
3925,6.24,6
3926,0.29,1
3927,3.67,7
3928,1.8,19
3929,0.62,6
3930,0.24,5
3931,0.61,7
3932,0.54,3
3933,0.69,1
3934,0.84,6
3935,0.35,3
3936,0.1,1
3937,2.85,20
3938,0.05,0
3939,0.71,5
3940,0.96,5
3941,1.36,3
3942,1.96,7
3943,1.95,2
3944,0.57,4
3945,2.14,34
3946,2.46,36
3947,4.36,102
3948,1.74,1
3949,0.47,0
3950,0.04,1
3951,0.08,0
3952,0.03,0
3953,0.08,1
3954,0.04,0
3955,0.04,0
3956,0.02,0
3957,0.89,2
3958,0.07,0
3959,0.26,0
3960,3.6,10
3961,0.44,2
3962,0.37,1
3963,0.37,2
3964,0.85,4
3965,1.52,2
3966,0.18,2
3967,0.62,1
3968,0.18,0
3969,0.74,0
3970,0.34,0
3971,0.15,0
3972,0.54,0
3973,1.11,1
3974,0.49,0
3975,0.25,0
3976,1.48,1
3977,0.62,4
3978,0.04,1
3979,0.23,0
3980,1.03,6
3981,9.5,32
3982,2.56,6
3983,0.08,0
3984,0.02,0
3985,0.2,0
3986,0.86,1
3987,0.23,3
3988,0.13,0
3989,0.68,1
3990,0.41,0
3991,0.02,0
3992,0.2,0
3993,0.32,1
3994,0.33,0
3995,3.59,3
3996,1.59,1
3997,0.4,1
3998,1.44,2
3999,2.14,2
4000,2.89,6
4001,3.5,6
4002,3.59,5
4003,1.52,2
4004,8.92,5
4005,1,3
4006,0.3,1
4007,0.73,1
4008,0.6,0
4009,0.04,0
4010,0.68,1
4011,0.87,3
4012,0.09,0
4013,0.09,0
4014,0.18,0
4015,0.28,0
4016,0.89,0
4017,2.61,10
4018,2.52,20
4019,0.57,10
4020,0.54,0
4021,0.02,0
4022,0.2,3
4023,0.35,1
4024,0.79,5
4025,0.27,0
4026,0.21,2
4027,0.04,0
4028,0.62,4
4029,0.62,8
4030,0.04,1
4031,0.29,7
4032,0.49,0
4033,0.19,4
4034,0.05,2
4035,0.35,2
4036,0.55,2
4037,0.05,5
4038,0.01,0
4039,0.15,0
4040,0.15,1
4041,0.16,1
4042,1.02,14
4043,0.04,0
4044,0.6,9
4045,0.35,5
4046,0.58,6
4047,1.38,10
4048,0.27,3
4049,0.04,1
4050,2.27,49
4051,0.03,8
4052,0.09,0
4053,0.21,0
4054,5.17,13
4055,0.99,10
4056,0.28,1
4057,1,5
4058,0.23,0
4059,0.72,1
4060,0.93,2
4061,0.09,0
4062,2.49,4
4063,0.88,2
4064,0.42,1
4065,7.5,23
4066,1.31,3
4067,0.54,3
4068,0.05,0
4069,0.03,0
4070,8.05,12
4071,0.86,0
4072,0.04,0
4073,0.11,0
4074,0.01,0
4075,0.72,1
4076,0.47,1
4077,0.24,1
4078,0.57,0
4079,0.12,0
4080,0.17,0
4081,2.24,3
4082,6.01,2
4083,1.2,3
4084,0.15,0
4085,1,0
4086,0.15,0
4087,0.62,1
4088,1.02,1
4089,5.49,7
4090,4.44,7
4091,0.38,0
4092,0.31,0
4093,4.37,3
4094,0.11,0
4095,5.05,4
4096,0.03,1
4097,0.38,2
4098,0.02,0
4099,0.14,0
4100,0.02,0
4101,0.09,0
4102,0.23,0
4103,0.03,0
4104,0.68,1
4105,0.24,1
4106,0.31,2
4107,2.55,1
4108,0.31,0
4109,0.66,1
4110,0.21,1
4111,1.37,1
4112,3.47,3
4113,0.61,2
4114,0.62,0
4115,0.14,0
4116,0.3,0
4117,0.07,0
4118,0.09,0
4119,0.11,0
4120,0.58,1
4121,0.31,0
4122,0.06,1
4123,0.14,0
4124,7.79,16
4125,4.25,9
4126,0.43,2
4127,6.23,9
4128,13.04,20
4129,0.6,1
4130,1.73,1
4131,0.31,0
4132,0.04,0
4133,0.53,0
4134,1,0
4135,6.39,4
4136,7.89,13
4137,0.11,0
4138,6.07,7
4139,1.66,0
4140,1.26,0
4141,1.95,3
4142,0.17,1
4143,0.18,0
4144,1.8,4
4145,1.86,4
4146,4.86,1
4147,2.23,1
4148,3.61,1
4149,2.49,2
4150,0.32,0
4151,0.11,0
4152,2.33,2
4153,1.33,2
4154,0.04,0
4155,1.09,1
4156,0.03,0
4157,1.91,0
4158,1.41,0
4159,0.79,0
4160,19.74,23
4161,6.03,14
4162,8.81,25
4163,5.52,13
4164,0.16,1
4165,0.02,0
4166,0.07,0
4167,8.82,41
4168,0.36,0
4169,4.18,7
4170,1.49,2
4171,5.53,2
4172,5.05,3
4173,0.58,0
4174,9.37,10
4175,0.94,0
4176,0.15,0
4177,0.43,0
4178,0.32,0
4179,0.33,0
4180,1.22,5
4181,0.18,0
4182,1.2,3
4183,1.02,3
4184,2.48,10
4185,2.43,14
4186,0.6,3
4187,0.38,1
4188,0.33,1
4189,1.01,8
4190,1.24,5
4191,0.95,1
4192,1.46,3
4193,0.63,0
4194,4.98,26
4195,0.63,0
4196,0.77,4
4197,0.6,1
4198,1.31,4
4199,1.84,3
4200,0.97,2
4201,1.83,11
4202,0.01,0
4203,0.01,0
4204,0.02,0
4205,0.01,0
4206,0.07,0
4207,0.29,5
4208,0.21,0
4209,0.22,0
4210,1.52,7
4211,0.1,2
4212,1.39,3
4213,0.54,2
4214,1.23,1
4215,1.02,0
4216,2.22,2
4217,4.03,12
4218,2.46,14
4219,1.61,4
4220,3,4
4221,2.57,5
4222,1.51,5
4223,0.95,2
4224,0.64,0
4225,2.76,5
4226,0.55,0
4227,0.83,2
4228,0.48,1
4229,0.21,0
4230,1.18,2
4231,0.22,1
4232,0.33,2
4233,0.39,1
4234,3.29,20
4235,0.16,0
4236,3.08,22
4237,3.68,17
4238,0.36,0
4239,3.38,11
4240,3.01,1
4241,0.59,0
4242,1.39,2
4243,3.09,7
4244,0.71,2
4245,0.29,3
4246,0.12,1
4247,1.94,6
4248,0.55,2
4249,0.03,0
4250,0.74,1
4251,0.58,5
4252,0.06,0
4253,0.19,0
4254,1.97,12
4255,1.34,3
4256,2.53,15
4257,0.15,3
4258,1.25,13
4259,0.26,0
4260,0.2,0
4261,0.76,11
4262,2.31,23
4263,0.03,2
4264,0.58,7
4265,0.21,5
4266,0.54,5
4267,0.53,3
4268,0.31,0
4269,1.1,3
4270,4,0
4271,12.21,0
4272,14.55,1
4273,2.35,0
4274,1.69,0
4275,1.9,0
4276,0.38,0
4277,0.87,1
4278,0.03,0
4279,0.26,0
4280,1.19,2
4281,0.26,0
4282,0.04,0
4283,0.09,0
4284,0.01,0
4285,0.33,0
4286,0.47,3
4287,4.32,38
4288,1.99,24
4289,0.85,2
4290,1.84,10
4291,0.35,4
4292,3.02,25
4293,0.48,3
4294,0.75,3
4295,1.36,13
4296,0.06,1
4297,0.07,1
4298,0.43,3
4299,0.16,0
4300,0.19,0
4301,0.32,2
4302,2.8,1
4303,1.22,0
4304,0.1,0
4305,0.34,0
4306,0.08,0
4307,0.2,1
4308,0.8,6
4309,0.01,0
4310,0.16,0
4311,0.3,4
4312,0.01,1
4313,2.04,8
4314,0.06,0
4315,0.15,2
4316,0.4,2
4317,6.08,29
4318,1.03,13
4319,0.06,0
4320,0.08,1
4321,0.78,1
4322,1.48,13
4323,1.46,12
4324,0.31,1
4325,0.23,1
4326,0.03,0
4327,0.01,1
4328,2.65,1
4329,0.01,0
4330,1.23,0
4331,0.98,0
4332,5.05,3
4333,2.98,2
4334,1.04,1
4335,8.88,6
4336,1.42,1
4337,2.38,0
4338,3.26,0
4339,4.95,2
4340,8.24,7
4341,4.41,1
4342,0.59,3
4343,0.02,0
4344,2.59,6
4345,0.8,0
4346,1.98,9
4347,2.27,12
4348,0.4,3
4349,0.38,4
4350,1.49,9
4351,11.5,30
4352,4.99,17
4353,4.11,4
4354,0.62,0
4355,2.67,5
4356,0.99,0
4357,0.66,2
4358,0.38,1
4359,0.08,0
4360,0.08,0
4361,3.76,5
4362,0.34,0
4363,3.68,4
4364,0.51,2
4365,1.31,2
4366,0.12,0
4367,0.49,2
4368,1.76,5
4369,2.3,5
4370,0.02,0
4371,0.04,0
4372,5.84,8
4373,1.02,0
4374,1.46,4
4375,0.1,0
4376,0.12,0
4377,0.06,0
4378,0.02,1
4379,0.07,0
4380,1.55,18
4381,0.69,0
4382,0.64,0
4383,0.16,0
4384,0.45,1
4385,1.1,3
4386,0.26,1
4387,0.27,2
4388,1.46,8
4389,1.3,13
4390,1,6
4391,0.19,0
4392,0.22,0
4393,1.96,3
4394,0.94,1
4395,0.79,1
4396,0.72,1
4397,1.98,0
4398,0.35,1
4399,0.01,0
4400,1.02,1
4401,0.03,0
4402,1.15,3
4403,0.06,1
4404,1.15,5
4405,1.2,5
4406,0.4,0
4407,0.24,1
4408,0.06,0
4409,0.26,0
4410,1.41,4
4411,0.21,0
4412,0.22,0
4413,0.14,1
4414,1.19,1
4415,0.75,3
4416,0.04,0
4417,0.32,1
4418,1,2
4419,0.08,0
4420,0.64,0
4421,2.78,4
4422,2.48,1
4423,0.88,1
4424,0.83,1
4425,0.75,4
4426,0.84,1
4427,2.51,10
4428,2.49,6
4429,1,0
4430,1.01,1
4431,0.67,1
4432,1.93,4
4433,1.46,0
4434,2.33,3
4435,2.27,2
4436,0.53,1
4437,0.85,0
4438,4.75,4
4439,0.04,0
4440,3.07,5
4441,1.69,2
4442,0.89,0
4443,0.51,2
4444,0.49,0
4445,0.56,3
4446,0.41,1
4447,1.21,4
4448,0.33,1
4449,3.55,9
4450,0.7,0
4451,1.34,7
4452,3.36,7
4453,0.21,1
4454,4.66,4
4455,0.41,0
4456,0.48,0
4457,1.94,0
4458,8.75,9
4459,0.95,6
4460,1.1,1
4461,1.59,1
4462,0.21,2
4463,0.54,2
4464,0.64,3
4465,0.02,0
4466,0.1,1
4467,2.65,16
4468,0.03,0
4469,0.76,7
4470,0.52,3
4471,0.05,0
4472,0.86,2
4473,2.77,5
4474,0.2,0
4475,0.01,0
4476,1.52,4
4477,0.08,2
4478,0.04,0
4479,0.21,2
4480,0.48,3
4481,0.1,0
4482,1.06,3
4483,2.31,12
4484,3.09,21
4485,2.85,14
4486,0.8,2
4487,0.44,1
4488,0.29,0
4489,0.3,0
4490,1.33,5
4491,1.82,4
4492,1.75,7
4493,0.71,2
4494,0.02,0
4495,0.33,1
4496,1.67,9
4497,3.47,12
4498,0.67,6
4499,6.26,20
4500,2.97,14
4501,1.26,2
4502,0.13,1
4503,0.64,2
4504,0.05,1
4505,0.72,4
4506,3.77,4
4507,0.41,0
4508,4.19,16
4509,1.38,4
4510,0.98,1
4511,2.68,17
4512,0.06,0
4513,0.93,3
4514,1.28,1
4515,1.31,2
4516,0.02,0
4517,5.02,6
4518,1.66,2
4519,6.43,10
4520,1.1,0
4521,1.15,0
4522,0.64,1
4523,0.08,0
4524,0.08,0
4525,0.02,0
4526,0.1,0
4527,0.09,0
4528,0.41,0
4529,0.3,0
4530,0.74,0
4531,6.18,7
4532,1.49,0
4533,5.76,9
4534,9.03,7
4535,3.14,2
4536,8.75,5
4537,1.67,1
4538,7.54,5
4539,4.68,6
4540,0.94,1
4541,0.88,0
4542,1.05,1
4543,0.83,1
4544,0.27,0
4545,4.61,6
4546,5.76,6
4547,0.03,0
4548,1.17,0
4549,3.07,0
4550,1.38,0
4551,0.91,1
4552,1.76,1
4553,0.08,0
4554,0.16,0
4555,3.66,5
4556,1.17,0
4557,0.59,0
4558,1.48,2
4559,3.84,10
4560,1.18,3
4561,0.54,0
4562,0.02,0
4563,0.4,0
4564,0.39,0
4565,0.5,0
4566,9.92,14
4567,0.05,0
4568,0.57,3
4569,0.16,2
4570,0.21,0
4571,3.31,13
4572,1.74,6
4573,0.11,0
4574,0.01,0
4575,0.01,0
4576,0.08,1
4577,0.03,0
4578,1.05,5
4579,0.58,7
4580,0.92,11
4581,0.76,4
4582,0.89,4
4583,5.21,42
4584,0.35,0
4585,0.59,3
4586,0.94,17
4587,1.17,4
4588,2.25,14
4589,1.84,6
4590,0.02,0
4591,0.14,0
4592,0.17,0
4593,0.23,0
4594,0.04,0
4595,0.22,0
4596,0.06,0
4597,0.76,2
4598,0.8,0
4599,1.02,3
4600,0.35,0
4601,1.06,2
4602,0.27,1
4603,0.9,3
4604,0.19,0
4605,2.13,2
4606,3.54,13
4607,5.09,10
4608,3.52,6
4609,2.78,14
4610,0.12,0
4611,2.85,6
4612,0.61,2
4613,2.43,2
4614,1.94,0
4615,0.07,0
4616,0.65,2
4617,0.02,0
4618,0.11,0
4619,0.51,0
4620,1.06,0
4621,3.44,0
4622,3.7,2
4623,7.77,4
4624,2.54,0
4625,0.15,0
4626,1.11,2
4627,0.64,5
4628,0.78,0
4629,0.06,0
4630,2.24,2
4631,0.51,0
4632,0.05,0
4633,4.92,2
4634,0.08,0
4635,0.26,1
4636,0.12,1
4637,0.09,0
4638,0.14,0
4639,0.04,0
4640,0.22,1
4641,0.38,0
4642,4.78,42
4643,0.36,6
4644,0.43,2
4645,0.62,1
4646,0.17,0
4647,0.2,0
4648,0.77,2
4649,0.41,1
4650,0.07,1
4651,0.04,0
4652,0.01,0
4653,0.17,0
4654,2.74,5
4655,0.71,0
4656,0.77,1
4657,2.77,2
4658,0.1,0
4659,0.09,0
4660,0.11,0
4661,0.61,1
4662,0.61,2
4663,0.62,1
4664,0.03,0
4665,2.21,3
4666,1.19,3
4667,0.85,1
4668,0.23,0
4669,2.28,2
4670,0.25,1
4671,0.15,0
4672,0.07,0
4673,0.07,0
4674,2.02,5
4675,0.14,0
4676,1.6,1
4677,1.49,1
4678,0.67,2
4679,1.22,1
4680,1.9,2
4681,3.23,24
4682,0.04,0
4683,0.13,0
4684,2.83,39
4685,5.44,1
4686,0.67,0
4687,2.59,5
4688,0.1,0
4689,0.62,0
4690,0.15,1
4691,0.71,0
4692,0.32,1
4693,0.18,0
4694,0.46,0
4695,0.05,0
4696,0.46,0
4697,2.89,56
4698,0.23,1
4699,4.36,7
4700,3.34,3
4701,0.8,1
4702,16.66,13
4703,1.91,0
4704,8.26,16
4705,1.03,0
4706,3.13,1
4707,0.2,0
4708,0.92,2
4709,0.4,1
4710,4.28,3
4711,0.17,1
4712,2.67,3
4713,0.68,0
4714,4.22,4
4715,2.14,3
4716,1.66,6
4717,0.04,0
4718,1.58,2
4719,0.35,0
4720,0.95,2
4721,2.8,5
4722,1.29,1
4723,0.05,0
4724,0.5,0
4725,0.09,0
4726,0.71,2
4727,1.45,3
4728,0.35,1
4729,0.41,0
4730,1.11,3
4731,2.52,0
4732,5.04,1
4733,0.79,0
4734,1.4,1
4735,0.43,0
4736,1.56,0
4737,0.58,0
4738,1.55,0
4739,5.8,1
4740,1.35,0
4741,1.36,0
4742,1.28,0
4743,0.77,1
4744,1.08,0
4745,2.67,2
4746,1.92,1
4747,0.03,0
4748,0.05,0
4749,0.73,1
4750,1.35,4
4751,5.19,14
4752,0.33,2
4753,0.73,4
4754,2.84,16
4755,3.01,22
4756,0.59,0
4757,2.82,0
4758,3.22,2
4759,2.23,0
4760,1.17,0
4761,10.75,0
4762,10.55,5
4763,6.66,3
4764,1.38,0
4765,1.39,3
4766,0.88,1
4767,2.55,2
4768,1.48,4
4769,0.68,1
4770,2.96,1
4771,2.99,8
4772,2.28,6
4773,0.43,1
